編號,名稱,類別,去年EPS,五年平均EPS,近四季EPS,預測EPS,預測本益比,去年股利,去年股息,預測股利,五年平均殖利率,預測殖利率,合理價位,目前價格,K,D,五年均價,營收更新月,推(股利),推(EPS),推(KD)
3008,大立光,未知,210.7,187.11,63.85|60.33|50.1|37.19|,203.36,17.97,79,0,74.66,1.64,2.04,1066.57,3655,64.32,56.99,3067.05|5029.51|3937.82|4224.13|4110.91|,2020/8,N,N,N
3010,華立,電子通路業,6.12,5.49,1.94|1.33|1.49|1.91|,7.01,8.16,3.3,0,3.92,5.58,6.85,56,57.2,77.47,60.15,45.55|50.89|54.5|53.64|54.47|,2020/8,N,N,N
3013,晟銘電,未知,0.82,0.85,0.18|0.46|0.11|0.27|,0.9,15.11,0.3,0,0.44,2.38,3.24,6.29,13.6,39.94,53.39,15.91|19.69|17.18|15.12|12.67|,2020/8,N,N,N
3014,聯陽,半導體業,3.38,2.7,1.13|0.84|0.79|1.47|,5.35,13.55,3.3,0,5.21,6.69,7.19,74.43,72.5,25.68,35.25,28.87|34.6|34.79|36.75|54.99|,2020/8,Y,Y,N
3015,全漢,電子零組件業,0.7,1.22,0.68|0.2|-0.1|1.43|,2.92,11.25,1.54,0,3.94,6.1,11.99,56.29,32.85,18.76,26.2,23.46|23.76|22.52|20.09|23.57|,2020/8,Y,N,Y
3016,嘉晶,半導體業,0.04,0.78,0|-0.07|0.08|0.08|,0.33,212.73,0.25,0,0.67,1.06,0.95,9.57,70.2,43.15,40.62,19.48|24.94|48.42|48.89|60.06|,2020/8,N,N,N
3017,奇鋐,未知,2.71,2.35,0.74|0.81|0.55|1.61|,5.01,13.03,1.3,0,2.46,3.47,3.77,35.14,65.3,28.72,35.49,25.67|27.14|27.36|37.95|41.85|,2020/8,N,N,N
3019,亞光,未知,3.41,2.68,1.38|0.24|-0.41|0.59|,0.95,70.32,2,0,0.65,2.26,0.97,9.29,66.8,42.39,36.91,28.39|77.95|85.94|82.04|73.96|,2020/8,N,N,N
3021,鴻名,電子零組件業,1.44,1.23,0.47|0.23|-0.06|0.59|,1.13,14.73,0.41,0,0.7,4.37,4.2,10,16.65,44.69,54.48,12.35|14.38|14.8|15.05|13.89|,2020/8,N,N,N
3022,威強電,未知,2.82,3.24,1.06|0.28|1.15|1.53|,4.02,11.28,1,0,1.94,3.84,4.28,27.71,45.35,29.89,24.35,41.37|45.5|36.3|40.76|43.42|,2020/8,N,N,Y
3023,信邦,電子零組件業,7.47,5.74,2.38|1.26|1.93|2.52|,9.5,19.42,5.3,0,6.82,4.02,3.7,97.43,184.5,42.02,48.37,69.31|75.85|82.71|112.23|146.82|,2020/8,N,N,N
3024,憶聲,未知,0.2,0.36,0.11|-0.05|0.03|0.09|,0.27,49.26,0.22,0,0.23,3.36,1.73,3.29,13.3,39.47,40.53,4.6|8.01|6.76|6.99|8.85|,2020/8,N,N,N
3025,星通,未知,0.7,0.44,0.09|0.32|0.38|-0.14|,0.58,33.45,0.58,0,0.43,1.65,2.22,6.14,19.4,73.87,79.37,10.75|15.85|22.68|21.52|19.25|,2020/8,N,N,N
3026,禾伸堂,電子零組件業,5.02,6.39,2.17|-0.55|1.94|2.24|,10.01,10.44,7,0,9.95,5.86,9.52,142.14,104.5,29.44,35.17,32.98|46.42|152.01|103.3|111.53|,2020/8,Y,N,N
3029,零壹,資訊服務業,2.85,2,0.42|0.93|0.75|1.15|,3.97,10.38,2.01,0,2.56,5.56,6.21,36.57,41.2,14.28,18.42,17.36|18.96|20.89|28.78|34.98|,2020/8,N,Y,Y
3030,德律,其他電子業,3.97,3.41,0.91|0.86|1.14|1.58|,5.52,10.96,3.3,0,5.74,6.47,9.49,82,60.5,49.56,59.06,43.08|40.02|52.4|50.94|53.46|,2020/8,Y,N,N
3031,佰鴻,未知,1.28,0.76,0.46|0.29|0.02|0.27|,0.57,26.23,0.82,0,0.31,3.98,2.07,4.43,14.95,87.61,85.37,9.67|16.08|14.16|13.14|14.26|,2020/8,N,N,N
3032,偉訓,電子零組件業,2.5,2.96,0.77|0.59|0.67|1.19|,4.15,10.7,2.04,0,3.23,6.04,7.27,46.14,44.4,55.07,66.73,36.65|42.02|31.4|26.65|29.85|,2020/8,Y,Y,N
3033,威健,電子通路業,0.71,1.5,0.19|0.05|0.25|0.55|,1.83,9.84,0.58,0,1.44,5.66,8,20.57,18,32.49,47.04,18.51|17.46|21.14|19.13|15.9|,2020/8,Y,Y,N
3034,聯詠,半導體業,13.03,10.11,3.34|2.96|3.63|4.2|,16.67,15.12,10.5,0,14.04,5.28,5.57,200.57,252,60.87,41.42,115.19|115.98|135.82|185.07|222.24|,2020/8,N,N,N
3035,智原,半導體業,1.4,1.65,0.59|0.2|0.16|0.58|,1.58,28.73,1.1,0,1.51,3.24,3.33,21.57,45.4,45.75,37.24,36.13|42.12|58.43|51.29|45.46|,2020/8,N,N,N
3037,欣興,電子零組件業,2.24,0.77,0.87|0.74|0.26|0.99|,2.52,30.28,1.09,0,15.17,2.14,19.88,216.71,76.3,48.55,39.34,13.72|16.52|18.2|36.55|48.79|,2020/8,Y,N,N
3038,全台,未知,1.73,1.01,0.62|0.21|0.3|0.68|,2,9.07,1.2,0,1.32,3.85,7.27,18.86,18.15,27.33,47.56,10.85|10.14|9.51|16.06|18.08|,2020/8,Y,N,N
3040,遠見,其他業,1.36,3.67,0.44|0.31|0.78|2.44|,7.07,4.8,1.5,0,8.36,8.64,24.62,119.43,33.95,21.07,23.18,30.63|41.59|44.56|31.22|32.77|,2020/8,Y,N,Y
3042,晶技,電子零組件業,2.17,2.73,0.76|0.72|0.83|1.19|,4.7,17.4,2.5,0,4.21,5.47,5.15,60.14,81.8,56.57,50.86,41.71|42.34|36.33|37.12|59.6|,2020/8,N,N,N
3044,健鼎,電子零組件業,11.49,8.28,3.82|3.17|1.86|2.5|,9.45,12.12,7.25,0,5.77,5.14,5.04,82.43,114.5,36.38,31.74,64.18|94.38|88.03|105.7|114.41|,2020/8,N,N,N
3045,台灣大,未知,4.51,5.22,1.17|1.05|1.18|1.08|,4.84,20.66,4.75,0,5.01,4.71,5.01,71.57,100,20.9,19.4,107.9|109.05|108.43|112.98|106.29|,2020/8,N,N,Y
3047,訊舟,未知,0.33,0.52,-0.17|0.02|-0.17|0.28|,0.4,38.75,0.15,0,0.31,3.64,2,4.43,15.5,61.66,63.87,10.58|10.51|9.29|10.47|9.67|,2020/8,N,N,N
3048,益登,電子通路業,1.65,1.47,0.67|0.39|0.43|0.57|,2.36,7.78,1,0,1.29,4.87,7.03,18.43,18.35,50.44,35.85,17.38|16.77|16.6|15.44|16.94|,2020/8,Y,Y,N
3049,和鑫,未知,1.35,1.35,0.37|0.27|0.19|-0.11|,0.14,69.64,0.35,0,0.04,3.54,0.41,0.57,9.75,35.96,48.33,7.46|10.49|7.97|12.88|10.49|,2020/8,N,N,N
3050,鈺德,未知,0.75,0.7,0.36|-0.12|-0.04|0.41|,0.84,14.05,0.5,0,0.58,4.49,4.92,8.29,11.8,79.7,80.41,10.47|10.58|10.81|10.8|9.91|,2020/8,N,N,N
3052,夆典,建材營造業,0.87,0.7,-0.07|1.14|-0.07|0.84|,7.93,1.5,0.51,0,6.03,5.09,50.67,86.14,11.9,20.8,26.06,8.68|8.61|8.93|9.85|11.52|,2020/8,N,N,Y
3055,蔚華科,電子通路業,0.11,1.44,-0.67|0.38|-0.42|0.13|,-0.95,-34.89,0.4,0,-1.31,3.61,-3.95,-18.71,33.15,8.71,12.48,18.28|18.42|27.58|26.12|30.21|,2020/8,N,N,Y
3056,總太,建材營造業,2.25,2.98,2.26|0.2|1.2|-0.04|,1.54,24.9,3,0,1.11,9.36,2.89,15.86,38.35,64.35,55,16.38|19.06|19.75|22.67|32.68|,2020/8,N,N,N
3058,立德,電子零組件業,-0.1,-0.09,-0.02|0.12|-0.32|0.01|,-0.68,-11.76,0.1,0,-1.33,3.54,-16.62,-19,8,61.1,66.33,9.45|10.12|8.22|7.71|6.64|,2020/8,N,N,N
3059,華晶科,未知,0.31,0.41,0.14|0|0.12|0.19|,-12.11,-2.23,0.52,0,-37.84,2.52,-140.41,-540.57,26.95,63.46,64.46,23.41|27.07|30.66|25.32|22.92|,2020/8,N,N,N
3062,建漢,未知,0.16,0.71,0.01|0.02|-0.05|0.05|,-0.01,-1525,0.15,0,-0.01,2.86,-0.07,-0.14,15.25,29.35,44.39,19.06|19.37|17.09|16.28|14.85|,2020/8,N,N,N
3071,協禧,未知,1.81,1.54,0.72|0.34|0.21|0.8|,1.98,12.37,1.55,0,1.55,5.74,6.33,22.14,24.5,32.44,43.03,7.19|15.15|19.23|18.85|19.37|,2020/8,N,N,N
3078,僑威,電子零組件業,2.49,2.82,0.88|0.65|0.39|1.12|,3.8,11.75,1.3,0,2.43,5.77,5.44,34.71,44.65,36.9,58.04,27.64|30.73|29.54|25.58|27.59|,2020/8,N,Y,N
3081,聯亞,未知,4.97,8.21,1.54|1.17|1.08|0.98|,4.26,56.81,4,0,3.18,1.83,1.31,45.43,242,40.42,32.05,414.84|340.78|297.06|263.6|270.95|,2020/8,N,N,N
3088,艾訊,未知,5.76,6.51,1.27|0.89|0.82|1.34|,4.63,11.36,3.98,0,3.35,6.77,6.37,47.86,52.6,39.42,34.63,65.1|55.27|56.35|56.69|54.74|,2020/8,N,N,N
3090,日電貿,電子零組件業,3.32,3.95,1.24|0.4|0.82|0.88|,3.49,12.95,3.5,0,2.89,7.04,6.39,41.29,45.2,41.2,36.09,23.57|28.28|63.52|52.4|48.85|,2020/8,N,N,N
3092,鴻碩,電子零組件業,3.99,3.87,0.84|1.14|0.67|0.82|,2.71,14.02,2.5,0.8,1.71,5.46,4.5,24.43,38,28.17,24.65,26.46|47.61|43.88|47.96|39.78|,2020/8,N,N,Y
3093,港建,其他電子業,2.11,1.82,0.08|0.63|0.62|1.51|,3.53,10.04,1.6,0,2.97,5.06,8.38,42.43,35.45,20.95,37.42,32.37|31.16|26.19|27.7|28.94|,2020/8,Y,Y,Y
3094,聯傑,半導體業,0.5,0.69,0.11|0.2|0.01|0.23|,0.5,40.8,0.82,0,0.71,4.3,3.48,10.14,20.4,35,42.12,22.98|23.28|21.09|17.9|19.09|,2020/8,N,N,N
3105,穩懋,半導體業,10.59,7.47,3.9|4.41|3.76|3.94|,18.39,16.23,7,0,9.3,2.34,3.12,132.86,298.5,71.68,65.4,68.58|175.83|202.44|232.29|282.03|,2020/8,N,N,N
3114,好德,電子零組件業,2.42,1.67,0.73|0.07|0.33|0.29|,1.09,17.34,1,0.55,0.71,4.07,3.76,10.14,18.9,20.13,27.72,11.56|13.82|28.63|33.23|22.46|,2020/8,N,N,Y
3118,進階,未知,1.46,1.83,0.36|0.42|0.24|0.45|,1.52,20.26,1.3,0,1.36,4.94,4.42,19.43,30.8,58.07,51.18,34.13|32.23|31.42|27.94|30.54|,2020/8,N,N,N
3128,昇銳,未知,0.61,0.36,0.2|0.16|0.16|0.17|,0.65,20.46,0.52,0,0.87,3.22,6.54,12.43,13.3,45.52,47.59,13.33|11.62|13.44|14.33|12.58|,2020/8,N,N,N
3130,一零四,資訊服務業,8.62,9.75,2.45|1.96|1.86|1.41|,6.56,22.26,8.62,0,5.95,5.54,4.08,85,146,27.3,25.71,139.12|151.48|169.21|166.6|152.21|,2020/8,N,N,Y
3131,弘塑,其他電子業,11.11,13.99,3.19|2.97|2.38|3.55|,14.06,26.92,8,0,9.55,4.9,2.52,136.43,378.5,64.96,57.28,210.33|188.69|139.72|150.17|272.6|,2020/8,N,N,N
3141,晶宏,半導體業,1.23,1.73,0.36|0.17|0.26|0.27|,1.1,26.18,0.4,0.25,0.5,2.22,1.74,7.14,28.8,44.7,58.16,39.99|36.32|35.58|35.2|24.31|,2020/8,N,N,N
3144,新揚科,電子零組件業,1.4,1.42,0.3|0.33|0.3|0.3|,1.36,18.46,0.9,0,0.87,3.66,3.47,12.43,25.1,25.62,22.64,15.17|23.68|26.41|29.4|26.13|,2020/8,N,N,Y
3147,大綜,資訊服務業,3.36,2.74,0.82|0.63|0.68|0.48|,2.22,14.14,2.1,0,1.36,5.46,4.33,19.43,31.4,28.25,27.03,20.19|40.19|33.36|,2020/8,N,N,Y
3152,璟德,未知,9.37,11.05,2.26|2.26|2.69|2.81|,11.31,37.93,8.43,0,10.3,3.68,2.4,147.14,429,83.92,80.49,195.47|346.58|264.22|252.89|335.69|,2020/8,N,N,N
3163,波若威,未知,2.06,2.39,0.61|0.76|-0.64|1.98|,3.27,20.06,1.16,0,1.81,2.77,2.76,25.86,65.6,44.24,34.63,46.47|46.53|35.88|46.12|47.4|,2020/8,N,N,N
3164,景岳,未知,0.65,1.22,0.18|-0.04|0.1|0.17|,0.54,45,0.81,0,0.56,4.42,2.3,8,24.3,83.68,73.55,22.44|22.56|27.45|26.13|23.42|,2020/8,N,N,N
3167,大量,未知,2.22,3.33,0.47|0.66|0.18|0.82|,2.32,18.9,2,0,1.51,5.39,3.44,21.57,43.85,36.02,39.42,26.14|38.93|47.89|37.81|40.52|,2020/8,N,N,N
3169,亞信,半導體業,2.62,1.82,0.66|0.64|0.4|0.67|,2.17,16.57,2.1,0,2.14,5.28,5.95,30.57,35.95,32.65,31.24,25.05|27.6|26.62|39.73|34.43|,2020/8,N,N,Y
3171,新洲,未知,1.75,1.22,0.44|0.54|0.45|0.6|,2.15,10.19,1.58,0,1.12,3.58,5.11,16,21.9,42.78,36.6,19.42|16.21|13.29|12.75|18.48|,2020/8,N,N,N
3178,公準,未知,1.22,1.86,0.41|0.06|0.68|0.83|,3.17,16.85,0.7,0,1.58,2.76,2.96,22.57,53.4,18.4,33.91,29.95|29.32|47.19|,2020/8,N,N,Y
3188,鑫龍騰,建材營造業,1.44,1.45,0.2|0.14|0.07|0.09|,0.32,43.44,0.5,0,0.11,2.89,0.79,1.57,13.9,54.99,61.86,13.36|19.05|17.15|19.45|14.78|,2020/8,N,N,N
3189,景碩,半導體業,-4.52,1.78,-0.62|0.02|0.18|0.52|,2.07,33.19,1,0,1.62,3.35,2.36,23.14,68.7,46.5,36.63,69.94|76.66|50.63|43.9|56.64|,2020/8,N,N,N
3206,志豐,電子零組件業,3.15,2.01,1.26|0.42|0.51|0.84|,3.17,10.05,2,0,1.92,4.96,6.03,27.43,31.85,81.25,79.53,22.57|23.62|22.49|28.72|28.93|,2020/8,N,N,N
3209,全科,電子通路業,1.65,1.86,0.7|0.41|0.47|0.63|,2.46,8.21,1.28,0,1.5,4.64,7.43,21.43,20.2,22.74,35.74,26.89|24.04|19.25|18.9|19.62|,2020/8,Y,Y,Y
3211,順達,未知,5.61,4.12,1.92|1.7|0.63|3.02|,8.29,9.92,5,0,7.04,6.72,8.56,100.57,82.2,39.87,48.5,44.31|41.65|41.48|52.48|72.21|,2020/8,Y,N,N
3213,茂訊,未知,4.74,4.38,0.85|2.03|0.42|1.02|,3.47,13.6,4.2,0,2.8,7.57,5.93,40,47.2,69,66.5,37|52.17|46.04|43.44|45.98|,2020/8,N,N,N
3217,優群,電子零組件業,5.34,3.06,1.93|1.63|1.42|1.96|,7.71,14.66,4.3,0,6.59,6.02,5.83,94.14,113,29.96,30.95,15.45|28.16|35.65|53.34|94.88|,2020/8,N,Y,N
3218,大學光,未知,3.14,1.91,0.69|0.87|1.17|1.51|,7.34,36.44,2,0,5.33,3.87,1.99,76.14,267.5,49.94,62.74,23|26.19|28.28|42.63|132.39|,2020/8,N,N,N
3221,台嘉碩,未知,-0.34,0.56,0.1|-0.28|0.02|0.08|,0.22,112.95,0.2,0,0.16,2.6,0.64,2.29,24.85,26.07,32.81,26.34|20.3|21|21.61|22.49|,2020/8,N,N,N
3226,至寶電,未知,4.19,3.31,1.01|0.71|1.38|0.68|,4.51,12,3,0,3.35,4.09,6.19,47.86,54.1,67.17,67.04,69.45|59.07|54.73|57.86|53.62|,2020/8,N,Y,N
3227,原相,半導體業,6.23,4.38,2.35|2.46|1.98|2.03|,9.87,18.44,5.13,0,10.07,3.07,5.53,143.86,182,64.76,55.21,70.68|102.58|112.97|111.67|174.7|,2020/8,N,N,N
3231,緯創,未知,2.4,1.46,0.61|1|0.26|1.01|,2.91,10.22,2.04,0,3.22,5.01,10.82,46,29.75,13.62,19.41,21.44|26.89|22|24.52|29.48|,2020/8,Y,N,Y
3232,昱捷,電子通路業,0.3,0.41,-0.04|0.21|0.16|0.08|,0.62,32.1,0.3,0,0.61,1.27,3.07,8.71,19.9,69.23,64.96,21.27|25.54|24.26|17.03|17.98|,2020/8,N,N,N
3236,千如,電子零組件業,0.46,1.48,0.07|-0.14|-0.11|0.35|,0.49,45.82,0.5,0,0.16,1.33,0.71,2.29,22.45,37.45,47.76,18.25|34.92|42.77|22.54|18.81|,2020/8,N,N,N
3257,虹冠電,半導體業,1.33,1.59,0.7|0.51|0.57|0.6|,2.94,24.73,2.43,0.49,2.92,2.73,4.02,41.71,72.7,45.99,45.32,39.29|45.6|54.18|58.07|65.61|,2020/8,N,N,N
3260,威剛,半導體業,1.83,3.12,1.94|-1.29|2.06|1.2|,6.93,7.92,1.41,0,0.1,3.68,0.18,1.43,54.9,71.12,66.26,40.41|74.02|58.54|48.08|59.24|,2020/8,N,Y,N
3264,欣銓,半導體業,2.36,2.49,0.74|0.67|0.68|0.97|,3.55,9.85,1.3,0,2.08,4.73,5.95,29.71,34.95,69.84,58.89,21.74|28.48|34.47|28.74|28.86|,2020/8,N,Y,N
3265,台星科,半導體業,4.17,3.04,0.3|3.54|0.01|0.26|,0.79,30.32,1.5,0,0.22,3.9,0.92,3.14,23.95,56.96,63.44,22.73|25.27|30.46|25.57|24.32|,2020/8,N,N,N
3266,昇陽,建材營造業,0.6,0.45,0.46|-0.02|-0.1|0.17|,0.2,69.25,0.5,0,0.18,3.52,1.3,2.57,13.85,51.95,57.24,11.73|11.51|11.3|12.75|13.4|,2020/8,N,N,N
3272,東碩,未知,2.04,3.04,0.96|0.63|-0.51|1.98|,3.18,21.6,0.8,0,1.38,3.14,2.01,19.71,68.7,30.19,39.6,48.71|53.08|40.13|34.64|29.31|,2020/8,N,N,N
3285,微端,其他電子業,0.17,0.98,0.05|0.03|-0.24|0.15|,-0.23,-106.52,0.2,0,-0.2,3.73,-0.82,-2.86,24.5,92.14,87.03,25.48|20.28|20.04|18.06|15.41|,2020/8,N,N,N
3290,東浦,電子零組件業,0.17,0.71,0.22|-0.75|0.09|0.37|,0.83,18.31,0.5,0,0.98,3.71,6.45,14,15.2,73.64,68.73,13.53|16.14|17.39|21.63|13.76|,2020/8,N,N,N
3293,鈊象,未知,28.08,14.15,8.42|8.65|11.24|11.02|,52.37,15.62,25,0,46.06,4.09,5.63,658,818,13.02,22.58,226.13|178.57|158.97|298.47|628.96|,2020/8,N,N,Y
3294,英濟,電子零組件業,0.23,0.68,0.54|0.17|-1.18|0.3|,-2.59,-6.53,0.3,0,-13.18,2.24,-77.99,-188.29,16.9,60.57,62.12,14.98|20.35|16.55|14.53|13.98|,2020/8,N,N,N
3296,勝德,電子零組件業,0.27,0.64,-0.03|-0.01|-0.49|0.5|,0,∞,0.27,0,0,3.79,0,0,15.45,55.06,63.32,12.81|18.69|14.69|15.86|13.78|,2020/8,N,N,N
3297,杭特,未知,-0.85,-0.52,-0.23|-0.18|-0.13|-0.13|,-0.5,-24.3,0.5,0,0.04,3.5,0.33,0.57,12.15,65.28,63.71,17.71|15.35|14.27|13.11|11.84|,2020/8,N,N,N
3303,岱稜,其他電子業,2.21,1.59,0.62|0.51|0.57|0.53|,2.3,10.02,1.67,0,2.67,5.71,11.58,38.14,23.05,24,39,20.19|19.47|18.58|24.58|23.34|,2020/8,Y,N,Y
3305,昇貿,其他電子業,1.43,1.12,0.7|0.01|0.1|0.31|,0.87,30,1.01,0,1.15,5.2,4.41,16.43,26.1,19.45,30.54,25.67|29.58|22.9|21.48|21.54|,2020/8,N,N,Y
3306,鼎天,未知,1.01,0.31,0.2|-0.09|-0.04|0.32|,0.49,36.94,0.7,0,0.76,2.67,4.2,10.86,18.1,25.87,37.6,24.57|23.73|19.76|20.24|17.92|,2020/8,N,N,N
3310,佳穎,電子零組件業,4.06,2.71,0.36|4.3|0.33|0.16|,1.76,18.18,2,0,1.66,5.36,5.19,23.71,32,79.47,72.37,14.23|24.17|41.38|41.73|29.97|,2020/8,N,N,N
3312,弘憶股,電子通路業,1.26,0.09,0.39|0.24|0.21|0.23|,0.91,15.05,0.6,0.6,0.22,2.53,1.61,3.14,13.7,11.84,13.05,6.66|6.93|10.07|13.94|14.65|,2020/8,N,N,Y
3317,尼克森,半導體業,3.17,2.39,1.12|0.35|0.43|0.77|,2.49,14.42,1,0,0.77,1.88,2.14,11,35.9,25.89,30.03,13.53|22.95|39.94|38.91|38.24|,2020/8,N,N,N
3323,加百裕,未知,1.85,1.7,1.14|0.41|0.18|1.44|,3.66,11.82,1.04,0,3.04,4.66,7.03,43.43,43.25,28.54,37.34,18.25|29.79|38.12|31.16|31.07|,2020/8,Y,Y,N
3324,雙鴻,其他電子業,11.71,5.81,4.11|2.54|1.68|4.09|,13.43,16.83,5.04,0,7.21,2.33,3.19,103,226,51.07,48.56,80.89|84.31|71.17|163.16|178.82|,2020/8,N,N,N
3325,旭品,未知,0.86,0.53,0.48|0.25|0.22|0.84|,2.69,12.27,0.7,0,2.32,1.94,7.03,33.14,33,39.92,61.64,20.27|20.43|12.47|11.9|18.28|,2020/8,N,N,N
3332,幸康,電子零組件業,1.86,2.64,0.5|0.23|-0.02|1.15|,2.21,15.38,0.8,0,1.71,5.08,5.03,24.43,34,34.52,45.83,36.92|40.74|43.34|38.66|31.68|,2020/8,N,N,N
3338,泰碩,電子零組件業,3.38,2.06,1.15|0.92|0.73|0.99|,3.76,17.02,2.09,0,2.7,3.77,4.22,38.57,64,30.81,26.61,27.14|30.25|22.72|66.58|83.91|,2020/8,N,N,Y
3354,律勝,電子零組件業,0.5,0.48,0.35|-0.09|-0.05|-0.38|,-0.95,-13.47,0.5,0,-0.91,2.59,-7.11,-13,12.8,50.44,56.39,8.65|13.03|22.98|16.26|12.75|,2020/8,N,N,N
3360,尚立,電子通路業,0.64,0.61,0.19|-0.1|0.38|0.43|,1.4,10.93,0.6,0,0.8,4.1,5.23,11.43,15.3,35.85,42.88,17.46|19.35|17.58|21.09|15.56|,2020/8,N,N,N
3363,上詮,未知,1.13,1.67,-0.4|-0.42|-0.98|1.93|,1.89,14.79,0.8,0,-0.14,2.87,-0.5,-2,27.95,13.57,21.6,28.31|32.22|27.06|40.99|25.8|,2020/8,N,N,Y
3373,熱映,其他電子業,0.66,0.75,0.25|0.16|3.66|7.02|,23.42,4.04,2,0,29.9,2.79,31.64,427.14,94.5,13.87,16.75,25.33|18.99|17.89|16.94|85.48|,2020/8,N,N,Y
3376,新日興,電子零組件業,7.25,6.63,2.11|2.28|1.42|1.99|,8.52,16.55,4,0,4.72,3.12,3.35,67.43,141,15.2,20.93,103.77|86.54|85.16|114.59|139.92|,2020/8,N,N,Y
3380,明泰,未知,0.44,0.44,0.16|0.12|-0.24|0.39|,0.62,45.73,0.44,0,-0.3,3.61,-1.06,-4.29,28.35,43.18,46.16,18.36|23.79|19.86|21.08|23.97|,2020/8,N,N,N
3390,旭軟,電子零組件業,-0.63,0.28,-0.39|-0.33|-0.31|-0.41|,-1.51,-9.4,0.5,0,-3.37,4.36,-23.73,-48.14,14.2,25.98,27.55,14.49|21.77|22.5|22.76|16.39|,2020/8,N,N,N
3402,漢科,其他電子業,2.61,2.5,0.6|0.86|0.42|0.7|,2.22,12.23,1.53,0,1.74,6.71,6.41,24.86,27.15,30.55,30.34,18.84|24.77|28.77|29.7|28.04|,2020/8,N,N,Y
3406,玉晶光,未知,24.79,14.89,12.9|9.68|4.59|4.44|,29.58,19.98,8.99,0,10.54,0.91,1.78,150.57,591,34.63,30.73,58.87|314.94|326.09|387.11|559.52|,2020/8,N,N,Y
3413,京鼎,半導體業,7.85,10.32,2.1|3.31|2.86|4.68|,17.32,10.85,4,0,7.54,3.57,4.01,107.71,188,35.34,31.46,84.03|167.72|181.15|135.78|173.59|,2020/8,N,Y,N
3416,融程電,未知,3.34,2.99,0.84|0.74|0.73|0.8|,3.4,22.24,3,0,3.35,5.16,4.43,47.86,75.6,61.34,67.95,50.26|55.9|51.41|53.49|58.36|,2020/8,N,N,N
3426,台興,未知,2.21,3.53,0.91|0.18|0.45|0.55|,1.94,18.63,2,0,1.17,3.92,3.24,16.71,36.15,45.23,34.94,49.61|67.55|62.43|45.31|35.99|,2020/8,N,N,N
3432,台端,電子零組件業,0.68,0.96,0.29|-0.14|0.37|0.08|,0.87,14.83,0.3,0,-0.35,3.68,-2.71,-5,12.9,65.05,75.36,11.72|12.51|14.44|14.32|11.77|,2020/8,N,N,N
3434,哲固,未知,0.83,0.7,0.14|0.13|-0.06|-0.16|,-0.43,-31.05,0.3,0,-0.25,2.71,-1.87,-3.57,13.35,63.29,61.22,13.92|13.68|14.3|14.42|12.21|,2020/8,N,N,N
3441,聯一光,未知,0.67,-0.16,-0.1|-0.28|-0.03|-0.3|,1.87,14.17,2.1,0,-13.55,4.46,-51.13,-193.57,26.5,26.17,35.68,13.1|38.93|31.3|29.77|26.22|,2020/8,N,N,N
3443,創意,半導體業,4.73,5.26,0.76|2.06|0.74|0.27|,2.19,121.69,5,0,1.86,2.71,0.7,26.57,266.5,35.99,25.1,75.87|166.12|273.62|230.46|246.14|,2020/8,N,N,N
3444,利機,電子通路業,2.68,1.54,0.66|0.72|0.78|0.72|,3.11,11.64,1.8,0,2.36,4.78,6.52,33.71,36.2,34.86,34.95,17.25|20.61|24.14|26.95|35.48|,2020/8,N,Y,N
3450,聯鈞,其他電子業,1.64,6.05,0.5|0.31|0.43|0.58|,1.81,36.02,1,0,1.15,3.56,1.76,16.43,65.2,64.73,54.88,133.29|128.51|92.71|59.79|68.5|,2020/8,N,N,N
3454,晶睿,未知,3.14,4.9,0.85|0.07|1.02|0.53|,2.75,27.71,2.5,0,2.08,4.12,2.73,29.71,76.2,26.7,40.53,82.1|90.8|86.61|109.24|75.55|,2020/8,N,N,N
3455,由田,未知,6.09,4.15,1.59|-0.47|-0.27|0.5|,0.53,97.74,3,0,0.34,5.42,0.66,4.86,51.8,30.78,45.7,34.83|51.75|50.02|68.64|49.81|,2020/8,N,N,N
3466,致振,未知,1.1,0.19,0.17|-0.19|-0.31|-0.62|,-1.55,-8.35,0.5,0,2.34,2.93,18.07,33.43,12.95,37.8,48.78,19.67|17.53|12.92|18.34|15.57|,2020/8,N,N,N
3479,安勤,未知,6.65,4.52,2.03|2.19|1.4|0.37|,3.91,13.5,4,0,2.94,5.73,5.57,42,52.8,31.28,35.39,69.83|52.76|43|60.72|65.94|,2020/8,N,N,N
3481,群創,未知,-1.77,0.69,-0.39|-0.71|-0.55|-0.49|,-2.2,-4.66,0.1,0,-0.53,2.26,-5.17,-7.57,10.25,72.13,75.83,10.59|13.66|11.42|8.19|7.69|,2020/8,N,N,N
3483,力致,未知,3.09,1.12,1.82|1.01|0.09|2.52|,5.81,13.96,0.47,0.95,5.23,1.35,6.45,74.71,81.1,23.03,32.17,19.25|26.65|22.77|46.71|64.75|,2020/8,N,N,Y
3484,崧騰,電子零組件業,2.21,2.45,0.78|0.6|0.16|1.2|,3.04,12.22,1.4,0,2.16,4.76,5.81,30.86,37.15,54.86,55.13,41.48|40.32|34.07|27.48|27.45|,2020/8,N,N,N
3489,森寶,建材營造業,0.55,0.96,0.13|0.13|0.1|0.06|,0.4,33,0.3,0,0.18,3.78,1.36,2.57,13.2,20.79,36.73,9.93|9.97|9.1|8.81|11.1|,2020/8,N,N,Y
